SongID,spotify_track_explicit,spotify_track_duration_ms,spotify_track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,hit
Little White ChurchLittle Big Town,No Explicit Content,186224,51,0.667,0.878,Bb,-4.797,major,0.0445,0.13,0,0.16,0.816,107.024,4,0
Little WillyThe Sweet,No Explicit Content,196640,5,0.733,0.425,B,-13.694,major,0.0381,0.195,7.48E-6,0.0876,0.823,127.844,4,0
Little WomanBobby Sherman,No Explicit Content,146030,29,0.581,0.265,D,-22.263,major,0.0454,0.482,0.00697,0.182,0.95,94.272,4,0
Little WondersRob Thomas,No Explicit Content,224720,57,0.163,0.616,A,-9.996,major,0.044,0.0286,0,0.0826,0.33,81.993,4,0
Little Young LoverThe Impressions,No Explicit Content,136533,17,0.573,0.503,C#/Db,-12.1,major,0.0488,0.711,0,0.121,0.608,141.724,3,0
LittyMeek Mill Featuring Tory Lanez,Explicit Content,280615,67,0.592,0.701,Bb,-4.014,minor,0.0858,0.0451,0,0.327,0.282,129.501,4,0
Liv TonightNelly Featuring Keri Hilson,Explicit Content,271053,33,0.591,0.91,G#/Ab,-4.593,major,0.0882,0.00492,0,0.0525,0.655,135.024,4,0
Live A LittleKenny Chesney,No Explicit Content,219106,45,0.642,0.886,G,-6.151,major,0.04,0.0207,0.0275,0.391,0.287,123.985,4,0
Live And Die For Hip HopKris Kross,No Explicit Content,223866,39,0.755,0.536,F,-9.643,minor,0.181,0.0133,0,0.0794,0.658,87.087,4,0
Live And LearnJoe Public,No Explicit Content,262333,40,0.745,0.891,B,-9.464,minor,0.0746,0.0867,0,0.124,0.654,106.641,4,0
Live And Let DieGuns N' Roses,No Explicit Content,182733,69,0.262,0.777,B,-8.671,major,0.0632,0.0109,0.113,0.12,0.264,152.5,4,0
Live And Let DieWings,No Explicit Content,191426,41,0.412,0.393,G,-13.316,major,0.0489,0.0742,0.000969,0.136,0.183,154.241,5,0
Live Every MinuteAli Thomson,No Explicit Content,209429,5,0.642,0.634,C#/Db,-12.019,major,0.0606,0.296,4.6E-6,0.0779,0.587,145.502,4,0
Live Every MomentREO Speedwagon,No Explicit Content,301773,33,0.524,0.916,A,-6.56,major,0.0285,0.0268,0.000441,0.265,0.963,156.656,4,0
Live For LifeJack Jones,No Explicit Content,163996,27,0.495,0.445,G,-12.15,major,0.0356,0.5,0,0.35,0.519,120.025,3,0
Live For Loving YouGloria Estefan,No Explicit Content,276893,24,0.728,0.613,G,-12.704,major,0.0369,0.093,0.00419,0.0448,0.521,114.926,4,0
Live For The NightKrewella,Explicit Content,206480,55,0.499,0.843,F#,-2.224,major,0.113,0.0138,0,0.124,0.533,127.932,4,0
Live From The GutterDrake & Future,Explicit Content,211642,60,0.823,0.49,G,-8.391,major,0.429,0.0369,1.16E-6,0.0807,0.307,165.949,4,0
Live Is LifeOpus,No Explicit Content,249500,63,0.633,0.952,A,-4.274,minor,0.0337,0.0532,1.73E-6,0.989,0.765,95.422,4,0
Live It Up Part 1The Isley Brothers,No Explicit Content,186600,8,0.699,0.564,G,-10.783,minor,0.107,0.0246,0.000175,0.501,0.967,127.43,4,0
Live It UpGardner Cole,No Explicit Content,226533,0,0.689,0.779,C#/Db,-11.903,minor,0.0386,0.0733,0.039,0.111,0.896,119.877,4,0
Live It UpJennifer Lopez Featuring Pitbull,No Explicit Content,243786,58,0.692,0.729,F#,-5.12,major,0.132,0.0127,0,0.318,0.697,127.967,4,0
Live Like We're DyingKris Allen,No Explicit Content,212506,54,0.589,0.893,C,-2.948,major,0.0397,0.0273,0,0.343,0.94,92.011,4,0
Live Like You Were DyingTim McGraw,No Explicit Content,300333,67,0.416,0.546,G,-7.728,major,0.0297,0.492,0,0.0845,0.418,159.929,4,0
Live My LifeFar*East Movement Featuring Justin Bieber,No Explicit Content,237106,52,0.683,0.804,A,-6.592,minor,0.0849,0.00289,0,0.0949,0.522,128.006,4,0
Live To TellMadonna,No Explicit Content,353000,57,0.673,0.314,D,-14.156,minor,0.0279,0.411,0.0334,0.107,0.27,109.841,4,1
Live While We're YoungOne Direction,No Explicit Content,200186,71,0.658,0.837,D,-2.063,major,0.0543,0.0629,0,0.0969,0.936,126.015,4,0
Live WireMartha & The Vandellas,No Explicit Content,156466,15,0.64,0.721,C,-3.38,major,0.0581,0.402,0.0000729,0.165,0.615,100.871,4,0
Live Your LifeT.I. Featuring Rihanna,Explicit Content,338853,75,0.375,0.862,B,-3.363,minor,0.255,0.071,0,0.211,0.478,159.841,4,1
"Live, Laugh, LoveClay Walker",No Explicit Content,246266,45,0.647,0.746,D,-10.597,major,0.0437,0.195,0,0.0271,0.946,98.991,4,0
LiveThe Merry-Go-Round,No Explicit Content,153920,12,0.678,0.701,A,-6.884,major,0.0288,0.353,0.0978,0.0263,0.808,129.152,4,0
Livin' Above Your HeadJay & The Americans,No Explicit Content,174640,16,0.602,0.566,C,-10.499,major,0.0349,0.683,0,0.557,0.87,125.157,4,0
Livin' Ain't Livin'Firefall,No Explicit Content,230666,28,0.494,0.666,D,-9.536,minor,0.0518,0.276,0,0.159,0.651,140.544,4,0
Livin' For The WeekendThe O'Jays,No Explicit Content,395133,28,0.511,0.764,A,-6.975,minor,0.0909,0.116,0,0.371,0.673,126.412,4,0
Livin' For YouAl Green,No Explicit Content,192266,27,0.705,0.311,C,-15.241,major,0.0296,0.358,0.0108,0.104,0.537,95.312,4,0
Livin' In The LifeThe Isley Brothers,No Explicit Content,252986,26,0.864,0.788,F,-8.061,major,0.0375,0.0506,0.032,0.0672,0.973,133.943,4,0
Livin' In The LightCaron Wheeler,No Explicit Content,275026,15,0.674,0.855,D,-8.373,major,0.0697,0.0072,0.00335,0.0545,0.567,102.94,4,0
Livin' It UpJa Rule Featuring Case,No Explicit Content,257066,62,0.874,0.767,F#,-4.046,major,0.317,0.0769,0,0.0371,0.646,106.061,4,0
Livin' La Vida LocaRicky Martin,No Explicit Content,243160,72,0.425,0.954,C#/Db,-3.756,minor,0.0476,0.00411,0,0.0555,0.933,178.043,4,1
Livin' On A PrayerBon Jovi,No Explicit Content,249293,84,0.532,0.887,C,-3.757,major,0.0335,0.0778,0.000214,0.294,0.795,122.511,4,1
Livin' On The EdgeAerosmith,No Explicit Content,380893,60,0.399,0.881,D,-4.341,major,0.0347,0.0019,0.00429,0.39,0.272,84.58,4,0
Livin' Our Love SongJason Michael Carroll,No Explicit Content,231466,53,0.488,0.855,G,-3.417,major,0.0399,0.287,0,0.132,0.799,148.971,4,0
Livin' RightGlenn Frey,No Explicit Content,301400,11,0.728,0.674,F,-12.484,minor,0.0384,0.0118,0.0765,0.0682,0.609,135.156,4,0
Livin' ThingElectric Light Orchestra,No Explicit Content,212306,71,0.549,0.651,C,-7.097,major,0.0323,0.583,0,0.121,0.368,122.818,4,0
Living A LieAl Martino,No Explicit Content,150533,9,0.609,0.316,C,-13.071,major,0.0304,0.637,0,0.0997,0.543,111.392,4,0
"Living A Little, Laughing A LittleThe Spinners",No Explicit Content,197786,23,0.578,0.287,G,-12.622,minor,0.0383,0.775,0.000127,0.0509,0.351,88.46,4,0
Living And Living WellGeorge Strait,No Explicit Content,218306,45,0.612,0.678,C#/Db,-6.683,major,0.0306,0.418,0.0038,0.112,0.564,120.932,4,0
Living DollCliff Richard and The Drifters,No Explicit Content,156773,34,0.579,0.471,A,-7.699,major,0.0459,0.506,0,0.101,0.754,63.015,4,0
Living EyesBee Gees,No Explicit Content,260733,45,0.645,0.424,Bb,-10.911,major,0.0253,0.0531,0,0.09,0.331,94.467,4,0
Living For The CityStevie Wonder,No Explicit Content,219306,56,0.708,0.538,B,-10.28,major,0.0686,0.256,0,0.193,0.651,98.233,4,0
Living For The NightGeorge Strait,No Explicit Content,221773,38,0.429,0.454,C#/Db,-6.495,major,0.0246,0.62,0.00148,0.123,0.288,78.209,4,0
Living For YouSonny & Cher,No Explicit Content,213760,12,0.438,0.591,A,-8.907,major,0.0421,0.606,0,0.0787,0.657,128.541,4,0
Living In A BoxLiving In A Box,No Explicit Content,186666,50,0.635,0.872,C,-12.744,major,0.0445,0.245,0.0637,0.31,0.927,111.03,4,0
Living In A DreamPseudo Echo,No Explicit Content,215853,20,0.541,0.874,G#/Ab,-5.128,major,0.0481,0.0000359,0.00621,0.987,0.775,129.045,4,0
Living In A FantasyLeo Sayer,No Explicit Content,266506,10,0.688,0.592,A,-10.124,major,0.0233,0.118,0.000127,0.0411,0.54,103.22,4,0
Living In A House DividedCher,No Explicit Content,179560,21,0.496,0.469,G#/Ab,-13.424,major,0.0295,0.528,0,0.176,0.626,85.916,4,0
Living In AmericaJames Brown,No Explicit Content,282840,56,0.754,0.854,C,-7.114,major,0.0363,0.00148,0.00692,0.0675,0.761,113.908,4,0
Living In DangerAce Of Base,No Explicit Content,223226,46,0.669,0.931,B,-7.161,minor,0.0488,0.000573,0.56,0.106,0.829,102.079,4,0
Living In Fast ForwardKenny Chesney,No Explicit Content,211893,46,0.689,0.907,A,-5.587,major,0.037,0.0254,0.000732,0.138,0.912,116.968,4,0
Living In OblivionAnything Box,No Explicit Content,306746,37,0.65,0.723,F,-5.396,minor,0.0417,0.00154,0.00128,0.0348,0.947,124.037,4,0
Living In SinBon Jovi,No Explicit Content,279053,51,0.267,0.793,E,-7.12,major,0.0415,0.0247,0,0.0634,0.526,174.118,4,0
Living In The BackgroundBaltimora,No Explicit Content,369146,25,0.74,0.561,B,-13.292,minor,0.0376,0.422,0.706,0.0485,0.926,123.008,4,0
Living In The PastJethro Tull,No Explicit Content,202893,46,0.686,0.488,F,-11.024,major,0.0582,0.216,0.0000189,0.121,0.965,151.031,5,0
Living Inside MyselfGino Vannelli,No Explicit Content,263226,48,0.409,0.428,B,-13.195,major,0.0412,0.462,0.0000822,0.0687,0.04,119.941,4,0
Living It DownFreddy Fender,No Explicit Content,154906,3,0.658,0.252,C,-9.037,major,0.0281,0.469,0,0.151,0.272,83.069,4,0
Living Loving Maid (She's Just A Woman)Led Zeppelin,No Explicit Content,159300,49,0.475,0.808,A,-8.859,major,0.037,0.000942,7.97E-6,0.146,0.896,152.098,4,0
Living Next Door To AliceSmokie,No Explicit Content,207173,60,0.566,0.585,A,-7.532,major,0.032,0.106,0,0.23,0.75,126.1,4,0
Living On The EdgeJim Capaldi,No Explicit Content,281346,10,0.799,0.644,B,-10.167,minor,0.035,0.357,0.0000851,0.0761,0.973,116.207,4,0
Living On VideoTrans-X,No Explicit Content,354333,54,0.7,0.649,G,-9.981,minor,0.0331,0.000108,0.67,0.0858,0.965,131.056,4,0
"Living Together, Growing TogetherThe 5th Dimension",No Explicit Content,231066,24,0.526,0.304,C,-12.059,minor,0.029,0.777,0,0.218,0.327,115.561,4,0
Living Without YouManfred Mann's Earth Band,No Explicit Content,216120,8,0.547,0.406,C,-14.11,major,0.0301,0.0555,0.0000871,0.429,0.347,117.863,4,0
LivingDierks Bentley,No Explicit Content,222146,71,0.517,0.813,C#/Db,-6.325,major,0.0558,0.0153,0,0.106,0.444,83.005,4,0
Livingston Saturday NightJimmy Buffett,No Explicit Content,192866,26,0.618,0.876,E,-11.631,major,0.0407,0.253,0.792,0.119,0.96,147.765,4,0
Lizzie And The RainmanTanya Tucker,No Explicit Content,184826,31,0.455,0.537,B,-14.896,major,0.115,0.59,0,0.267,0.707,89.322,4,0
Llame Pa' VerteWisin & Yandel,No Explicit Content,194733,59,0.856,0.809,G,-5.132,minor,0.072,0.0813,0,0.084,0.649,95.007,4,0
Lloro Por TiEnrique Iglesias,No Explicit Content,247478,56,0.706,0.759,Bb,-6.921,major,0.0408,0.211,8.42E-6,0.107,0.355,79.989,4,0
Lo Mejor De Mi Vida Eres TuRicky Martin Featuring Natalia Jimenez,No Explicit Content,216613,62,0.727,0.812,Eb,-4.148,major,0.0405,0.543,0,0.0796,0.812,128.811,4,0
Lo Que Me Gusta A MiJuanes,No Explicit Content,210626,42,0.678,0.895,E,-5.339,major,0.0394,0.0582,0,0.0788,0.97,94.965,4,0
Lo Que Son Las CosasAnais,No Explicit Content,242466,16,0.536,0.611,F#,-4.186,major,0.036,0.62,0,0.097,0.259,141.84,4,0
LoadedRicky Martin,No Explicit Content,233173,35,0.506,0.951,A,-4.305,minor,0.0796,0.0109,0.0000718,0.0536,0.748,199.811,4,0
LocaShakira Featuring Dizzee Rascal,No Explicit Content,183693,66,0.437,0.962,G#/Ab,-5.3,minor,0.0928,0.0118,0.057,0.953,0.472,132.98,4,0
LocationKhalid,No Explicit Content,219080,84,0.736,0.449,C#/Db,-11.462,minor,0.425,0.33,0.000162,0.0898,0.326,80.126,4,0
Locked AwayR. City Featuring Adam Levine,No Explicit Content,227280,67,0.508,0.677,C#/Db,-5.696,major,0.0656,0.328,0,0.0491,0.575,121.928,5,0
Locked Out Of HeavenBruno Mars,No Explicit Content,233478,79,0.726,0.698,F,-4.165,major,0.0431,0.049,0,0.309,0.867,143.994,4,1
Locked UpAkon Featuring Styles P.,Explicit Content,235066,56,0.823,0.567,G,-4.392,major,0.103,0.0355,0,0.103,0.372,89.979,4,0
Locking Up My HeartThe Marvelettes,No Explicit Content,141466,16,0.584,0.761,A,-6.588,minor,0.0523,0.578,0,0.595,0.838,123.165,4,0
LockjawFrench Montana Featuring Kodak Black,Explicit Content,223146,66,0.615,0.648,F,-3.792,minor,0.22,0.0411,0,0.277,0.26,169.912,4,0
"Loco ContigoDJ Snake, J. Balvin & Tyga",No Explicit Content,185194,89,0.694,0.758,B,-2.986,major,0.218,0.278,1.34E-6,0.102,0.371,192.091,4,0
LocoEnrique Iglesias Featuring Romeo Santos,No Explicit Content,213146,61,0.756,0.863,G,-3.39,major,0.028,0.404,0,0.112,0.915,132.987,4,0
Locomotive BreathJethro Tull,No Explicit Content,266013,61,0.693,0.528,B,-13.094,minor,0.0855,0.412,0.00355,0.0563,0.339,124.573,4,0
Loddy LoChubby Checker,No Explicit Content,131133,21,0.66,0.642,F,-7.109,major,0.0407,0.139,0,0.0652,0.943,174.249,4,0
LodiCreedence Clearwater Revival,No Explicit Content,193293,61,0.773,0.675,F,-8.697,major,0.0281,0.324,0.000112,0.0896,0.925,126.866,4,0
LolaThe Kinks,No Explicit Content,241040,69,0.474,0.917,A,-4.19,major,0.0395,0.582,0.231,0.201,0.902,152.113,4,0
"Lolli Lolli (Pop That Body)Three 6 Mafia Featuring Project Pat, Young D & Superpower",Explicit Content,251373,52,0.89,0.946,D,-5.673,major,0.0489,0.0188,0.000128,0.11,0.872,120,4,0
Lollipop (Candyman)Aqua,No Explicit Content,216706,49,0.72,0.939,C,-6.357,minor,0.0279,0.0266,0.0188,0.131,0.794,139.039,4,0
LollipopFraming Hanley,No Explicit Content,187906,60,0.348,0.893,C,-4.589,major,0.0662,0.000484,0.0000636,0.281,0.392,148.043,4,0
LollipopLil Wayne Featuring Static Major,Explicit Content,299333,73,0.828,0.433,C,-9.716,major,0.199,0.0656,0.000876,0.122,0.44,148.073,4,1
Lollipops And RosesJack Jones,No Explicit Content,246093,40,0.266,0.163,F#,-14.202,major,0.0381,0.899,0.000761,0.184,0.14,119.257,4,0
Lollipops And RosesPaul Petersen,No Explicit Content,142466,3,0.457,0.421,F,-9.486,major,0.0319,0.823,0,0.319,0.659,125.365,4,0
London BoyTaylor Swift,No Explicit Content,190240,75,0.695,0.71,C#/Db,-6.639,major,0.05,0.0246,0.000104,0.133,0.557,157.925,4,0
London BridgeFergie,Explicit Content,241306,62,0.748,0.63,C#/Db,-5.832,major,0.381,0.214,0,0.204,0.61,90.889,4,1
London TownWings,No Explicit Content,249493,40,0.425,0.284,A,-14.903,major,0.0375,0.429,0.0000501,0.0955,0.191,82.615,4,0
Lonely AgainEddy Arnold,No Explicit Content,163440,8,0.431,0.223,Eb,-14.042,major,0.0302,0.727,0.000494,0.0906,0.354,107.623,3,0
Lonely And GoneMontgomery Gentry,No Explicit Content,199733,37,0.531,0.696,E,-6.729,major,0.0258,0.15,0.00016,0.36,0.488,163.912,4,0
Lonely Blue BoyConway Twitty,No Explicit Content,135066,35,0.659,0.342,F,-13.709,major,0.0353,0.777,0.0000126,0.248,0.677,112.878,3,0
Lonely Blue NightsRosie,No Explicit Content,151866,29,0.386,0.216,C,-7.853,major,0.0354,0.938,1.19E-6,0.105,0.417,198.454,3,0
"Lonely Boy, Lonely GuitarDuane Eddy",No Explicit Content,138706,7,0.464,0.495,C,-10.107,major,0.1,0.82,0.239,0.103,0.694,176.463,3,0
Lonely BoyAndrew Gold,No Explicit Content,264893,53,0.588,0.598,A,-13.288,major,0.0296,0.0386,0.0000583,0.107,0.866,123.724,4,0
Lonely BoyPaul Anka,No Explicit Content,151106,47,0.623,0.605,C,-9.923,major,0.0306,0.352,0,0.101,0.804,106.163,3,1
Lonely BoyThe Black Keys,No Explicit Content,193653,74,0.356,0.872,D,-7.837,major,0.068,0.00417,0.00975,0.0997,0.607,166.3,4,0
Lonely ChildYoungBoy Never Broke Again,Explicit Content,217659,73,0.584,0.688,F#,-4.427,minor,0.431,0.294,0,0.097,0.628,94.971,5,0
Lonely DaysBee Gees,No Explicit Content,225666,49,0.344,0.243,C,-14.204,minor,0.0352,0.684,0.0000247,0.484,0.339,94.662,4,0
Lonely EyesChris Young,No Explicit Content,217413,60,0.657,0.674,C#/Db,-5.273,major,0.0319,0.0326,0.0000188,0.0947,0.336,106.005,4,0
Lonely EyesRobert John,No Explicit Content,190226,14,0.575,0.773,C,-6.338,major,0.0914,0.135,0,0.116,0.69,95.405,4,0
Lonely GuitarAnnette,No Explicit Content,151106,8,0.32,0.228,G,-16.787,major,0.0325,0.916,0.135,0.091,0.632,91.242,4,0
Lonely Is The NameSammy Davis Jr.,No Explicit Content,195173,7,0.265,0.435,C#/Db,-13.016,major,0.0454,0.861,2.55E-6,0.156,0.238,108.989,3,0
Lonely Is The NightAir Supply,No Explicit Content,249066,57,0.565,0.412,G,-14.092,major,0.0242,0.298,6.91E-6,0.206,0.351,83.19,4,0
Lonely Night (angel Face)Captain & Tennille,No Explicit Content,198200,24,0.602,0.691,C,-8.994,major,0.259,0.537,6.76E-6,0.0806,0.639,122.197,4,0
Lonely NightsBryan Adams,No Explicit Content,226466,34,0.504,0.635,E,-10.063,major,0.0295,0.00551,8.13E-6,0.124,0.63,131.944,4,0
Lonely No MoreRob Thomas,No Explicit Content,226640,57,0.551,0.896,A,-3.152,minor,0.109,0.033,0,0.0899,0.858,171.79,4,0
Lonely Ol' NightJohn Mellencamp,No Explicit Content,225173,46,0.654,0.891,A,-3.931,major,0.0327,0.00522,0.01,0.035,0.757,126.555,4,0
Lonely PeopleAmerica,No Explicit Content,150226,53,0.557,0.473,G,-9.294,major,0.0262,0.261,0.0000395,0.0658,0.56,79.368,4,0
Lonely SchoolTommy Shaw,No Explicit Content,300480,8,0.496,0.608,G,-11.162,major,0.0325,0.22,0,0.085,0.399,143.645,4,0
Lonely StreetAndy Williams,No Explicit Content,166493,16,0.428,0.111,A,-16.501,major,0.0317,0.95,0.0115,0.087,0.389,100.486,3,0
Lonely StreetClarence Henry,No Explicit Content,128666,11,0.758,0.456,C,-7.343,major,0.0344,0.547,0,0.338,0.795,129.204,4,0
Lonely TeardropsBrian Hyland,No Explicit Content,192906,10,0.44,0.615,G,-8.209,major,0.029,0.379,0.000638,0.0684,0.883,137.606,4,0
Lonely TeardropsJackie Wilson,No Explicit Content,164346,48,0.591,0.582,G,-4.554,major,0.129,0.596,0,0.784,0.906,137.221,4,0
Lonely TeardropsNarvel Felts,No Explicit Content,168120,5,0.723,0.365,F,-13.545,major,0.0615,0.43,0,0.236,0.837,130.952,4,0
Lonely TeenagerDion,No Explicit Content,138520,35,0.371,0.347,G,-11.971,minor,0.0295,0.613,0.000362,0.0891,0.7,70.846,4,0
Lonely TogetherBarry Manilow,No Explicit Content,260146,14,0.314,0.353,Eb,-10.89,major,0.0327,0.705,0,0.117,0.213,133.988,4,0
Lonely TonightBlake Shelton Featuring Ashley Monroe,No Explicit Content,218040,56,0.41,0.747,F,-4.964,major,0.0358,0.0581,0,0.0983,0.369,158.064,4,0
Lonely WeekendsCharlie Rich,No Explicit Content,130080,25,0.46,0.824,F,-8.868,major,0.0896,0.317,0.0255,0.133,0.796,184.455,4,0
Lonely WindKansas,No Explicit Content,257533,27,0.401,0.337,A,-11.744,major,0.0319,0.62,0.0000356,0.205,0.318,133.77,3,0
Lonely WindsThe Drifters,No Explicit Content,167333,11,0.49,0.842,Bb,-5.614,major,0.0432,0.577,0,0.311,0.833,171.82,4,0
Lonely Won't Leave Me AloneGlenn Medeiros,No Explicit Content,266893,42,0.61,0.485,D,-12.005,major,0.029,0.327,0,0.071,0.507,130.945,4,0
LonelyAkon,Explicit Content,235800,58,0.632,0.533,F,-7.873,minor,0.0338,0.351,0,0.236,0.595,90.064,4,0
Lonesome Broken And BlueAdam Wakefield,No Explicit Content,232853,14,0.425,0.543,E,-5.179,major,0.0284,0.61,0.00201,0.313,0.316,136.538,4,0
Lonesome LoserLittle River Band,No Explicit Content,237973,59,0.466,0.548,C,-8.321,major,0.0252,0.0928,0,0.293,0.439,109.965,4,0
Lonesome MaryChilliwack,No Explicit Content,182880,8,0.299,0.792,G,-3.648,major,0.0351,0.0253,1.4E-6,0.106,0.637,79.574,4,0
Lonesome Number OneDon Gibson,No Explicit Content,142440,20,0.522,0.545,C,-10.609,major,0.0293,0.591,0.00908,0.321,0.838,87.744,4,0
Lonesome Old HouseDon Gibson,No Explicit Content,129173,3,0.633,0.392,Bb,-16.48,major,0.0395,0.778,0.0000256,0.104,0.951,181.684,4,0
Lonesome TownRicky Nelson,No Explicit Content,134040,58,0.509,0.184,B,-12.564,major,0.0298,0.806,0.0000606,0.103,0.3,77.931,4,0
Long Ago And Far AwayJames Taylor,No Explicit Content,141426,44,0.648,0.148,B,-23.404,major,0.0307,0.731,0.0381,0.105,0.329,102.494,4,0
Long Ago TomorrowB.J. Thomas,No Explicit Content,240520,19,0.273,0.282,G,-17.342,minor,0.0285,0.724,0.000653,0.304,0.33,96.18,4,0
Long Black TrainJosh Turner,No Explicit Content,250626,60,0.472,0.709,Bb,-6.471,major,0.051,0.228,0.000022,0.114,0.84,169.867,4,0
Long Cool Woman (In A Black Dress)The Hollies,No Explicit Content,199200,64,0.757,0.868,A,-9.326,major,0.062,0.411,0.00221,0.355,0.815,138.923,4,0
Long Dark RoadThe Hollies,No Explicit Content,258266,16,0.536,0.743,E,-9.439,major,0.0469,0.108,0.000802,0.398,0.708,121.752,4,0
Long Gone Lonesome BluesHank Williams Jr.,No Explicit Content,160200,35,0.508,0.414,E,-14.157,major,0.0358,0.901,0.0027,0.147,0.736,122.666,4,0
Long GreenThe Fireballs,No Explicit Content,193520,2,0.618,0.706,A,-8.587,major,0.0535,0.0243,0.0038,0.0861,0.809,122.394,4,0
Long Haired Country BoyThe Charlie Daniels Band,No Explicit Content,240106,62,0.588,0.58,D,-11.648,major,0.0275,0.319,3.74E-6,0.2,0.774,145.37,4,0
Long Hot Summer NightsWendy Waldman,No Explicit Content,253000,0,0.537,0.648,C,-5.66,major,0.0333,0.254,0.0726,0.537,0.842,94.671,4,0
Long Hot SummerKeith Urban,No Explicit Content,273586,54,0.657,0.785,Eb,-8.428,major,0.037,0.0301,4.62E-6,0.0927,0.769,127.987,4,0
Long Line RiderBobby Darin,No Explicit Content,179852,14,0.761,0.637,C#/Db,-8.787,major,0.041,0.219,0.0105,0.107,0.797,122.161,4,0
Long Live A$APA$AP Rocky,Explicit Content,289586,61,0.726,0.824,C,-5.011,minor,0.347,0.587,1.11E-6,0.113,0.384,129.96,4,0
Long Live LoveSandie Shaw,No Explicit Content,162133,41,0.534,0.468,C,-8.76,major,0.0571,0.599,0,0.237,0.898,151.58,4,0
Long Live Our LoveThe Shangri-Las,No Explicit Content,174200,14,0.62,0.557,F#,-8.258,minor,0.0689,0.569,0,0.192,0.638,122.583,4,0
Long Live RockThe Who,No Explicit Content,236573,33,0.465,0.84,D,-6.608,major,0.0489,0.327,0.00113,0.222,0.579,129.436,4,0
Long LiveTaylor Swift,No Explicit Content,317453,52,0.418,0.68,G,-4.3,major,0.0347,0.036,0.0000759,0.114,0.142,204.12,4,0
Long Lonely NightsBobby Vinton,No Explicit Content,148760,39,0.295,0.365,C,-8.91,major,0.0296,0.836,0,0.0699,0.268,77.951,4,0
Long Lonely NightsThe Dells,No Explicit Content,150133,2,0.414,0.395,C,-10.328,major,0.0297,0.148,8.33E-6,0.682,0.601,107.691,3,0
Long Lonesome HighwayMichael Parks,No Explicit Content,128280,15,0.605,0.263,D,-13.534,major,0.0412,0.894,0.0635,0.12,0.343,85.112,4,0
Long Long TimeLinda Ronstadt,No Explicit Content,263400,46,0.427,0.192,A,-14.611,major,0.0285,0.795,2.55E-6,0.314,0.272,91.088,4,0
Long Promised RoadThe Beach Boys,No Explicit Content,212573,43,0.581,0.394,C,-11.438,major,0.0301,0.563,0.000145,0.428,0.486,122.448,4,0
Long Road To RuinFoo Fighters,No Explicit Content,224880,59,0.401,0.888,C,-3.793,major,0.0401,0.000367,0,0.12,0.365,146.781,4,0
Long Tall Glasses (I Can Dance)Leo Sayer,No Explicit Content,190000,37,0.641,0.884,A,-7.17,major,0.06,0.247,0.000316,0.132,0.758,142.996,3,0
Long Tall TexanMurry Kellum,No Explicit Content,117953,3,0.707,0.616,C,-8.512,major,0.0325,0.432,0,0.104,0.97,111.476,4,0
Long Time GoneDixie Chicks,No Explicit Content,249412,52,0.549,0.693,D,-5.572,major,0.0311,0.18,1.75E-6,0.153,0.819,170.241,4,0
Long Time Lovin' YouMcGuffey Lane,No Explicit Content,257866,12,0.348,0.497,A,-11.384,major,0.0277,0.0162,2.19E-6,0.95,0.362,127.995,4,0
Long TimeBoston,No Explicit Content,467640,66,0.436,0.657,F,-8.868,major,0.0541,0.00975,0.00748,0.0931,0.21,118.693,4,0
Long Train Runnin'The Doobie Brothers,No Explicit Content,207266,72,0.575,0.912,G,-7.275,minor,0.0393,0.0916,0.00211,0.0562,0.843,117.399,4,0
Long Trip AloneDierks Bentley,No Explicit Content,223200,39,0.324,0.514,G,-6.228,major,0.0338,0.239,4.97E-6,0.107,0.216,184.975,4,0
Long Way 2 GoCassie,No Explicit Content,220639,61,0.589,0.655,G#/Ab,-8.138,major,0.0488,0.057,0.000353,0.372,0.675,105.272,4,0
Long Way To LoveBritny Fox,No Explicit Content,295080,34,0.502,0.892,C#/Db,-9.415,major,0.0477,0.000245,0.000666,0.0692,0.53,123.706,4,0
"Long, Long Way From HomeForeigner",No Explicit Content,172573,46,0.42,0.874,F#,-7.559,major,0.054,0.00706,0.0000169,0.743,0.476,127.187,4,0
LongerDan Fogelberg,No Explicit Content,195066,61,0.308,0.0427,G,-24.709,major,0.0336,0.865,0,0.179,0.383,158.399,4,0
Longfellow SerenadeNeil Diamond,No Explicit Content,230560,44,0.634,0.495,E,-14.641,major,0.0308,0.357,0,0.0611,0.748,120.815,4,0
Look After YouThe Fray,No Explicit Content,266773,68,0.447,0.592,F#,-3.015,minor,0.0319,0.0575,4.47E-6,0.13,0.283,78.039,4,0
Look AliveBlocBoy JB Featuring Drake,Explicit Content,181263,81,0.922,0.581,Bb,-7.495,major,0.27,0.00104,0.0000586,0.105,0.595,140.022,4,0
Look AliveRae Sremmurd,Explicit Content,228000,65,0.786,0.583,C,-7.415,major,0.0393,0.0552,1.84E-6,0.326,0.229,120.024,4,0
"Look At Granny Run, RunHoward Tate",No Explicit Content,132666,4,0.716,0.637,E,-8.176,major,0.0634,0.332,0.0000686,0.279,0.927,112.613,4,0
Look At Her Now.Selena Gomez,No Explicit Content,162595,89,0.563,0.564,Bb,-7.906,minor,0.271,0.114,0.0254,0.304,0.55,154.355,5,0
